split,alpha,feature,coefficient
fold_1,0.02728333376486768,transformed_0,0.16542734733861797
fold_1,0.02728333376486768,transformed_1,-0.40173487518366513
fold_1,0.02728333376486768,transformed_2,-0.004021495379928228
fold_1,0.02728333376486768,transformed_3,-0.21942143487418608
fold_1,0.02728333376486768,transformed_4,-0.14875044317514785
fold_1,0.02728333376486768,transformed_5,1.5864416290914445
fold_1,0.02728333376486768,transformed_6,-2.318258090636977
fold_1,0.02728333376486768,transformed_7,-1.4534771664637973
fold_1,0.02728333376486768,transformed_8,2.6494483825980666
fold_1,0.02728333376486768,transformed_9,-0.03354133766379852
fold_1,0.02728333376486768,transformed_10,-0.07424428164132746
fold_1,0.02728333376486768,transformed_11,0.2887454615220313
fold_1,0.02728333376486768,transformed_12,0.013801680945683015
fold_1,0.02728333376486768,transformed_13,-0.1517638204810351
fold_1,0.02728333376486768,transformed_14,-0.2570461846177834
fold_1,0.02728333376486768,transformed_15,-0.1577496211922702
fold_1,0.02728333376486768,transformed_16,0.08008299534575092
fold_1,0.02728333376486768,transformed_17,0.14311581289045439
fold_1,0.02728333376486768,transformed_18,0.04122208453080223
fold_1,0.02728333376486768,transformed_19,0.040015561998476556
fold_1,0.02728333376486768,transformed_20,-0.012829833515099476
fold_1,0.02728333376486768,transformed_21,-0.060232969498952516
fold_1,0.02728333376486768,transformed_22,0.018857472968461186
fold_1,0.02728333376486768,transformed_23,-0.06488133773585725
fold_1,0.02728333376486768,transformed_24,-0.049449820831186875
fold_1,0.02728333376486768,transformed_25,-0.14021299093982975
fold_1,0.02728333376486768,transformed_26,0.09944768749522392
fold_1,0.02728333376486768,transformed_27,0.041009510116059245
fold_1,0.02728333376486768,transformed_28,0.02157300829918407
fold_1,0.02728333376486768,transformed_29,0.05212374655774013
fold_1,0.02728333376486768,transformed_30,0.01861375136532087
fold_1,0.02728333376486768,transformed_31,0.006527139012632688
fold_1,0.02728333376486768,transformed_32,-0.006527139040372276
fold_1,0.02728333376486768,transformed_33,-0.006527139038325913
fold_1,0.02728333376486768,transformed_34,-0.006527139039008034
fold_1,0.02728333376486768,transformed_35,-0.006527139046738739
fold_1,0.02728333376486768,transformed_36,-0.006527139053559949
fold_1,0.02728333376486768,transformed_37,-0.006527139061972775
fold_1,0.02728333376486768,transformed_38,-0.006527139070385601
fold_1,0.02728333376486768,transformed_39,-0.006527139061518028
fold_1,0.02728333376486768,transformed_40,-0.0065271390549241914
fold_2,0.3257020655659783,transformed_0,0.22477847887462554
fold_2,0.3257020655659783,transformed_1,-0.396785797217597
fold_2,0.3257020655659783,transformed_2,-0.011244203298578531
fold_2,0.3257020655659783,transformed_3,-0.1850137564238848
fold_2,0.3257020655659783,transformed_4,-0.15566860831157192
fold_2,0.3257020655659783,transformed_5,1.1680038970731377
fold_2,0.3257020655659783,transformed_6,-0.34871978089644085
fold_2,0.3257020655659783,transformed_7,-1.0163869583654057
fold_2,0.3257020655659783,transformed_8,0.5912596292424492
fold_2,0.3257020655659783,transformed_9,-0.06193514194405392
fold_2,0.3257020655659783,transformed_10,-0.04754454190398094
fold_2,0.3257020655659783,transformed_11,0.19383244504649122
fold_2,0.3257020655659783,transformed_12,0.007329085680303216
fold_2,0.3257020655659783,transformed_13,-0.17013708643444914
fold_2,0.3257020655659783,transformed_14,-0.16830907224246705
fold_2,0.3257020655659783,transformed_15,-0.11534373997782987
fold_2,0.3257020655659783,transformed_16,0.062315908056475355
fold_2,0.3257020655659783,transformed_17,0.11812522832163808
fold_2,0.3257020655659783,transformed_18,0.001980447136152641
fold_2,0.3257020655659783,transformed_19,0.05478836608536691
fold_2,0.3257020655659783,transformed_20,-0.045321643365917264
fold_2,0.3257020655659783,transformed_21,-0.03169674662623967
fold_2,0.3257020655659783,transformed_22,-0.022395800810449007
fold_2,0.3257020655659783,transformed_23,-0.06018539253023292
fold_2,0.3257020655659783,transformed_24,-0.05471113379663972
fold_2,0.3257020655659783,transformed_25,-0.1743338695342096
fold_2,0.3257020655659783,transformed_26,0.13784518274471114
fold_2,0.3257020655659783,transformed_27,0.0964281333375352
fold_2,0.3257020655659783,transformed_28,-0.018929577102706707
fold_2,0.3257020655659783,transformed_29,0.05101787725797757
fold_2,0.3257020655659783,transformed_30,0.012537982020769
fold_2,0.3257020655659783,transformed_31,0.004068629574192073
fold_2,0.3257020655659783,transformed_32,-0.004068629571889915
fold_2,0.3257020655659783,transformed_33,-0.004068629572117288
fold_2,0.3257020655659783,transformed_34,-0.004068629572572036
fold_2,0.3257020655659783,transformed_35,-0.00406862957015619
fold_2,0.3257020655659783,transformed_36,-0.004068629568621418
fold_2,0.3257020655659783,transformed_37,-0.004068629569530913
fold_2,0.3257020655659783,transformed_38,-0.0040686295689624785
fold_2,0.3257020655659783,transformed_39,-0.004068629569189852
fold_2,0.3257020655659783,transformed_40,-0.004068629568934057
fold_3,0.04124626382901352,transformed_0,0.06398231023635836
fold_3,0.04124626382901352,transformed_1,-0.15643365000129883
fold_3,0.04124626382901352,transformed_2,-0.10182267547888277
fold_3,0.04124626382901352,transformed_3,-0.1103843684545891
fold_3,0.04124626382901352,transformed_4,-0.3325553039370027
fold_3,0.04124626382901352,transformed_5,1.5363412264882417
fold_3,0.04124626382901352,transformed_6,-1.8216715435103232
fold_3,0.04124626382901352,transformed_7,-1.4875776214305412
fold_3,0.04124626382901352,transformed_8,2.004730505937051
fold_3,0.04124626382901352,transformed_9,-0.05643006255220695
fold_3,0.04124626382901352,transformed_10,-0.0626366131355901
fold_3,0.04124626382901352,transformed_11,0.19937565577350425
fold_3,0.04124626382901352,transformed_12,-0.019663051558672207
fold_3,0.04124626382901352,transformed_13,-0.06959433616145039
fold_3,0.04124626382901352,transformed_14,-0.35653249688734645
fold_3,0.04124626382901352,transformed_15,-0.33809161248426256
fold_3,0.04124626382901352,transformed_16,0.2016708922603072
fold_3,0.04124626382901352,transformed_17,0.1479593363408105
fold_3,0.04124626382901352,transformed_18,0.07475873186827187
fold_3,0.04124626382901352,transformed_19,0.059565409981682194
fold_3,0.04124626382901352,transformed_20,-0.1014498197142093
fold_3,0.04124626382901352,transformed_21,-0.03980481765299504
fold_3,0.04124626382901352,transformed_22,-0.061771122065929086
fold_3,0.04124626382901352,transformed_23,0.006058512404547689
fold_3,0.04124626382901352,transformed_24,0.008320382660831016
fold_3,0.04124626382901352,transformed_25,-0.17045111339638275
fold_3,0.04124626382901352,transformed_26,0.11220715060879921
fold_3,0.04124626382901352,transformed_27,-0.001461501244768737
fold_3,0.04124626382901352,transformed_28,0.1029393721203875
fold_3,0.04124626382901352,transformed_29,0.05875842543505223
fold_3,0.04124626382901352,transformed_30,0.02467234775996205
fold_3,0.04124626382901352,transformed_31,0.0035126548361859022
fold_3,0.04124626382901352,transformed_32,-0.0035126548032167193
fold_3,0.04124626382901352,transformed_33,-0.0035126548073094455
fold_3,0.04124626382901352,transformed_34,-0.003512654804126214
fold_3,0.04124626382901352,transformed_35,-0.0035126548218613607
fold_3,0.04124626382901352,transformed_36,-0.003512654813903282
fold_3,0.04124626382901352,transformed_37,-0.0035126548200423713
fold_3,0.04124626382901352,transformed_38,-0.003512654790029046
fold_3,0.04124626382901352,transformed_39,-0.0035126547843447042
fold_3,0.04124626382901352,transformed_40,-0.0035126548120842926
fold_4,8.886238162743407,transformed_0,0.08085874266531135
fold_4,8.886238162743407,transformed_1,-0.5267841532878226
fold_4,8.886238162743407,transformed_2,-0.0675263743040107
fold_4,8.886238162743407,transformed_3,-0.11520927229853128
fold_4,8.886238162743407,transformed_4,-0.06781562883183634
fold_4,8.886238162743407,transformed_5,0.22619872621880666
fold_4,8.886238162743407,transformed_6,-0.0012725634895054405
fold_4,8.886238162743407,transformed_7,-0.13826810698809136
fold_4,8.886238162743407,transformed_8,0.06301795682190581
fold_4,8.886238162743407,transformed_9,-0.03351071626260449
fold_4,8.886238162743407,transformed_10,-0.08989678533423195
fold_4,8.886238162743407,transformed_11,0.08484887211825853
fold_4,8.886238162743407,transformed_12,-0.07403933488963343
fold_4,8.886238162743407,transformed_13,-0.22273245396884095
fold_4,8.886238162743407,transformed_14,-0.2153831665039654
fold_4,8.886238162743407,transformed_15,-0.0505871727347853
fold_4,8.886238162743407,transformed_16,0.02311139603315948
fold_4,8.886238162743407,transformed_17,0.08670386972945465
fold_4,8.886238162743407,transformed_18,0.11375344783784769
fold_4,8.886238162743407,transformed_19,0.034491928077087786
fold_4,8.886238162743407,transformed_20,-0.10970484161115301
fold_4,8.886238162743407,transformed_21,-0.017734060725529743
fold_4,8.886238162743407,transformed_22,0.0072591685138841955
fold_4,8.886238162743407,transformed_23,0.0014237998288324505
fold_4,8.886238162743407,transformed_24,0.10394619217923595
fold_4,8.886238162743407,transformed_25,-0.11900351393492854
fold_4,8.886238162743407,transformed_26,0.08609447001058354
fold_4,8.886238162743407,transformed_27,0.14243552865889186
fold_4,8.886238162743407,transformed_28,-0.07096763786091786
fold_4,8.886238162743407,transformed_29,0.027370535624805403
fold_4,8.886238162743407,transformed_30,0.02308339275859532
fold_4,8.886238162743407,transformed_31,-0.001680393816365644
fold_4,8.886238162743407,transformed_32,0.0016803938163771903
fold_4,8.886238162743407,transformed_33,0.0016803938163745258
fold_4,8.886238162743407,transformed_34,0.0016803938163416632
fold_4,8.886238162743407,transformed_35,0.0016803938163740817
fold_4,8.886238162743407,transformed_36,0.0016803938163230114
fold_4,8.886238162743407,transformed_37,0.0016803938163691967
fold_4,8.886238162743407,transformed_38,0.0016803938163718612
fold_4,8.886238162743407,transformed_39,0.001680393816370973
fold_4,8.886238162743407,transformed_40,0.0016803938163967302
fold_5,0.09426684551178854,transformed_0,0.05860218390826266
fold_5,0.09426684551178854,transformed_1,-0.217386963459957
fold_5,0.09426684551178854,transformed_2,0.12773458701396445
fold_5,0.09426684551178854,transformed_3,-0.25470681996230693
fold_5,0.09426684551178854,transformed_4,-0.38347945988198884
fold_5,0.09426684551178854,transformed_5,1.6886894613738876
fold_5,0.09426684551178854,transformed_6,-0.9065413963337594
fold_5,0.09426684551178854,transformed_7,-1.5821936100032885
fold_5,0.09426684551178854,transformed_8,1.160493029723371
fold_5,0.09426684551178854,transformed_9,-0.03782839094957202
fold_5,0.09426684551178854,transformed_10,-0.06161468026669015
fold_5,0.09426684551178854,transformed_11,0.20103584774552075
fold_5,0.09426684551178854,transformed_12,-0.004846098808236166
fold_5,0.09426684551178854,transformed_13,-0.11218232710820142
fold_5,0.09426684551178854,transformed_14,-0.36249228948242906
fold_5,0.09426684551178854,transformed_15,-0.2905289988700235
fold_5,0.09426684551178854,transformed_16,0.1710120725793023
fold_5,0.09426684551178854,transformed_17,0.19400785866855585
fold_5,0.09426684551178854,transformed_18,0.12769648825516278
fold_5,0.09426684551178854,transformed_19,0.021736162169366025
fold_5,0.09426684551178854,transformed_20,0.04731571160564696
fold_5,0.09426684551178854,transformed_21,0.03318871342169327
fold_5,0.09426684551178854,transformed_22,-0.11524366453287432
fold_5,0.09426684551178854,transformed_23,0.046086091464254464
fold_5,0.09426684551178854,transformed_24,0.05381158330062741
fold_5,0.09426684551178854,transformed_25,-0.3755547697201501
fold_5,0.09426684551178854,transformed_26,0.3292359856709015
fold_5,0.09426684551178854,transformed_27,0.020944051921377382
fold_5,0.09426684551178854,transformed_28,0.11330781627003816
fold_5,0.09426684551178854,transformed_29,0.07101777373935858
fold_5,0.09426684551178854,transformed_30,0.02217504491674134
fold_5,0.09426684551178854,transformed_31,0.0056683240735537765
fold_5,0.09426684551178854,transformed_32,-0.005668324074235898
fold_5,0.09426684551178854,transformed_33,-0.0056683240690631465
fold_5,0.09426684551178854,transformed_34,-0.005668324069574737
fold_5,0.09426684551178854,transformed_35,-0.005668324069688424
fold_5,0.09426684551178854,transformed_36,-0.005668324067528374
fold_5,0.09426684551178854,transformed_37,-0.005668324065936758
fold_5,0.09426684551178854,transformed_38,-0.0056683240673010005
fold_5,0.09426684551178854,transformed_39,-0.005668324071905317
fold_5,0.09426684551178854,transformed_40,-0.005668324073326403
